verification_uid,manufacturing_uid,qa_uid,city,asset_id,asset_name,asset_type,package_id,phase,qa_gate_id,qa_stage,hold_point,evidence_required,release_authority,required_result,blocks_successors,verification_source,status
samawah:SAM-SW-003:sw-10-turnout-build:VERIFY,samawah:SAM-SW-003:sw-10-turnout-build,samawah:SAM-SW-003:qa-22-trackform-rail,samawah,SAM-SW-003,sw-line-1-0147-0558-yd-01,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-004:trk-20-subgrade-drainage:VERIFY,samawah:SAM-TRK-L1-004:trk-20-subgrade-drainage,samawah:SAM-TRK-L1-004:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-004,line-1 section 004,track-section,trk-20-subgrade-drainage,track-civil,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,pass,yes,qa_action,required
samawah:SAM-EN-007:en-20-energy-commission:VERIFY,samawah:SAM-EN-007:en-20-energy-commission,samawah:SAM-EN-007:qa-25-power-energy,samawah,SAM-EN-007,energy site at line-1-0493-0475,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-ST-005:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-005:st-20-mep-passenger-systems,samawah:SAM-ST-005:qa-24-stations-depots-plant,samawah,SAM-ST-005,حي الاساتذة,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-001:sw-20-install-proof:VERIFY,samawah:SAM-SW-001:sw-20-install-proof,samawah:SAM-SW-001:qa-22-trackform-rail,samawah,SAM-SW-001,sw-line-1-0985-0109-tb,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-006:trk-10-survey-utility:VERIFY,samawah:SAM-TRK-L1-006:trk-10-survey-utility,samawah:SAM-TRK-L1-006:qa-20-survey-geotech,samawah,SAM-TRK-L1-006,line-1 section 006,track-section,trk-10-survey-utility,track-civil,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,pass,yes,qa_action,required
samawah:SAM-SW-004:sw-10-turnout-build:VERIFY,samawah:SAM-SW-004:sw-10-turnout-build,samawah:SAM-SW-004:qa-22-trackform-rail,samawah,SAM-SW-004,sw-line-1-0147-0558-yd-02,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-003:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L1-003:trk-30-trackform-rail,samawah:SAM-TRK-L1-003:qa-22-trackform-rail,samawah,SAM-TRK-L1-003,line-1 section 003,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-SW-002:sw-20-install-proof:VERIFY,samawah:SAM-SW-002:sw-20-install-proof,samawah:SAM-SW-002:qa-22-trackform-rail,samawah,SAM-SW-002,sw-line-1-0147-0558-tb,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-005:trk-20-subgrade-drainage:VERIFY,samawah:SAM-TRK-L1-005:trk-20-subgrade-drainage,samawah:SAM-TRK-L1-005:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-005,line-1 section 005,track-section,trk-20-subgrade-drainage,track-civil,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,pass,yes,qa_action,required
samawah:SAM-EN-009:en-10-energy-build:VERIFY,samawah:SAM-EN-009:en-10-energy-build,samawah:SAM-EN-009:qa-25-power-energy,samawah,SAM-EN-009,energy site at line-1-0376-0483,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-ST-007:st-10-civil-structure:VERIFY,samawah:SAM-ST-007:st-10-civil-structure,samawah:SAM-ST-007:qa-24-stations-depots-plant,samawah,SAM-ST-007,عادل البنجرجي شارع الاسكان,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-005:sw-10-turnout-build:VERIFY,samawah:SAM-SW-005:sw-10-turnout-build,samawah:SAM-SW-005:qa-22-trackform-rail,samawah,SAM-SW-005,sw-line-1-0147-0558-yd-03,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-007:trk-10-survey-utility:VERIFY,samawah:SAM-TRK-L1-007:trk-10-survey-utility,samawah:SAM-TRK-L1-007:qa-20-survey-geotech,samawah,SAM-TRK-L1-007,line-1 section 007,track-section,trk-10-survey-utility,track-civil,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,pass,yes,qa_action,required
samawah:SAM-EN-008:en-20-energy-commission:VERIFY,samawah:SAM-EN-008:en-20-energy-commission,samawah:SAM-EN-008:qa-25-power-energy,samawah,SAM-EN-008,energy site at line-1-0425-0475,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-ST-006:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-006:st-20-mep-passenger-systems,samawah:SAM-ST-006:qa-24-stations-depots-plant,samawah,SAM-ST-006,حي 270 دار,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-003:sw-20-install-proof:VERIFY,samawah:SAM-SW-003:sw-20-install-proof,samawah:SAM-SW-003:qa-22-trackform-rail,samawah,SAM-SW-003,sw-line-1-0147-0558-yd-01,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-004:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L1-004:trk-30-trackform-rail,samawah:SAM-TRK-L1-004:qa-22-trackform-rail,samawah,SAM-TRK-L1-004,line-1 section 004,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-SW-006:sw-10-turnout-build:VERIFY,samawah:SAM-SW-006:sw-10-turnout-build,samawah:SAM-SW-006:qa-22-trackform-rail,samawah,SAM-SW-006,sw-line-1-0147-0558-yd-04,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-006:trk-20-subgrade-drainage:VERIFY,samawah:SAM-TRK-L1-006:trk-20-subgrade-drainage,samawah:SAM-TRK-L1-006:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-006,line-1 section 006,track-section,trk-20-subgrade-drainage,track-civil,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,pass,yes,qa_action,required
samawah:SAM-WPT-L1-001:wpt-10-cabinet-bench:VERIFY,samawah:SAM-WPT-L1-001:wpt-10-cabinet-bench,samawah:SAM-WPT-L1-001:qa-26-wayside-comms-safety,samawah,SAM-WPT-L1-001,line-1 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-004:sw-20-install-proof:VERIFY,samawah:SAM-SW-004:sw-20-install-proof,samawah:SAM-SW-004:qa-22-trackform-rail,samawah,SAM-SW-004,sw-line-1-0147-0558-yd-02,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-008:trk-10-survey-utility:VERIFY,samawah:SAM-TRK-L1-008:trk-10-survey-utility,samawah:SAM-TRK-L1-008:qa-20-survey-geotech,samawah,SAM-TRK-L1-008,line-1 section 008,track-section,trk-10-survey-utility,track-civil,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,pass,yes,qa_action,required
samawah:SAM-EN-010:en-10-energy-build:VERIFY,samawah:SAM-EN-010:en-10-energy-build,samawah:SAM-EN-010:qa-25-power-energy,samawah,SAM-EN-010,energy site at line-1-0361-0517,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-ST-008:st-10-civil-structure:VERIFY,samawah:SAM-ST-008:st-10-civil-structure,samawah:SAM-ST-008:qa-24-stations-depots-plant,samawah,SAM-ST-008,line-1-0493-0475,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
